gene	pfam_id	pfam_evalue	pfam_description
TRINITY_DN19048_c0_g3_i1	R1A_GLRV3/1935-2199	5.4e-31	R1A_GLRV3/1935-2199 O71188.2 PF01443.17;Viral_helicase1;
TRINITY_DN1375_c0_g1_i5	A0A0K9P9W3_ZOSMR/623-847	1.5e-73	A0A0K9P9W3_ZOSMR/623-847 A0A0K9P9W3.1 PF08235.12;LNS2;
TRINITY_DN1375_c0_g1_i5	A0A0K9P9W3_ZOSMR/623-847	2.8e-35	A0A0K9P9W3_ZOSMR/623-847 A0A0K9P9W3.1 PF08235.12;LNS2;
TRINITY_DN17455_c0_g1_i2	M0RZA4_MUSAM/21-340	4.1e-119	M0RZA4_MUSAM/21-340 M0RZA4.1 PF02733.16;Dak1;
TRINITY_DN7897_c0_g1_i2	M0RYY2_MUSAM/7-63	2.5e-20	M0RYY2_MUSAM/7-63 M0RYY2.1 PF00046.28;Homeobox;
TRINITY_DN575_c0_g1_i2	M0S392_MUSAM/52-328	5.8e-134	M0S392_MUSAM/52-328 M0S392.1 PF00481.20;PP2C;
TRINITY_DN2985_c0_g1_i2	M0SYJ4_MUSAM/151-345	1.2e-86	M0SYJ4_MUSAM/151-345 M0SYJ4.1 PF04389.16;Peptidase_M28;
TRINITY_DN3312_c0_g1_i2	M0RSM8_MUSAM/963-1046	6.9e-26	M0RSM8_MUSAM/963-1046 M0RSM8.1 PF00439.24;Bromodomain;
TRINITY_DN710_c0_g1_i2	M0T587_MUSAM/485-729	1.4e-90	M0T587_MUSAM/485-729 M0T587.1 PF12490.7;BCAS3;
TRINITY_DN9764_c0_g1_i1	M0SBH4_MUSAM/453-756	6.2e-160	M0SBH4_MUSAM/453-756 M0SBH4.1 PF00443.28;UCH;
TRINITY_DN27983_c1_g1_i1	M0RQ65_MUSAM/845-1008	6.8e-66	M0RQ65_MUSAM/845-1008 M0RQ65.1 PF08676.10;MutL_C;
TRINITY_DN13043_c0_g1_i3	M0T848_MUSAM/414-773	2.8e-176	M0T848_MUSAM/414-773 M0T848.1 PF04685.12;DUF608;
TRINITY_DN20_c0_g1_i5	B8ARK2_ORYSI/314-734	1.2e-203	B8ARK2_ORYSI/314-734 B8ARK2.1 PF01179.19;Cu_amine_oxid;
TRINITY_DN7174_c0_g1_i6	M0TT42_MUSAM/222-275	3.8e-24	M0TT42_MUSAM/222-275 M0TT42.1 PF00628.28;PHD;
TRINITY_DN1511_c0_g1_i11	W1PYM0_AMBTC/15-377	9.4e-100	W1PYM0_AMBTC/15-377 W1PYM0.1 PF07690.15;MFS_1;
TRINITY_DN1511_c0_g1_i11	W1PYM0_AMBTC/15-377	5.6e-12	W1PYM0_AMBTC/15-377 W1PYM0.1 PF07690.15;MFS_1;
TRINITY_DN1511_c0_g1_i11	W1PYM0_AMBTC/15-377	9.6e-12	W1PYM0_AMBTC/15-377 W1PYM0.1 PF07690.15;MFS_1;
TRINITY_DN16209_c0_g1_i2	M0SG70_MUSAM/881-1218	4.0e-119	M0SG70_MUSAM/881-1218 M0SG70.1 PF10350.8;DUF2428;
TRINITY_DN2441_c0_g2_i1	A9TQT2_PHYPA/614-652	9.6e-12	A9TQT2_PHYPA/614-652 A9TQT2.1 PF00400.31;WD40;
TRINITY_DN5296_c0_g1_i4	A0A0D9VS64_9ORYZ/632-730	1.5e-36	A0A0D9VS64_9ORYZ/632-730 A0A0D9VS64.1 PF12755.6;Vac14_Fab1_bd;
TRINITY_DN16097_c0_g1_i1	M0TLA9_MUSAM/169-301	3.5e-22	M0TLA9_MUSAM/169-301 M0TLA9.1 PF05173.13;DapB_C;
TRINITY_DN16097_c0_g1_i1	M0TLA9_MUSAM/169-301	5.1e-13	M0TLA9_MUSAM/169-301 M0TLA9.1 PF05173.13;DapB_C;
TRINITY_DN180_c0_g1_i8	U5GAZ4_POPTR/15-221	2.7e-83	U5GAZ4_POPTR/15-221 U5GAZ4.1 PF01015.17;Ribosomal_S3Ae;
TRINITY_DN180_c0_g1_i8	U5GAZ4_POPTR/15-221	9.0e-10	U5GAZ4_POPTR/15-221 U5GAZ4.1 PF01015.17;Ribosomal_S3Ae;
TRINITY_DN2914_c0_g3_i5	M0RTH7_MUSAM/95-465	4.7e-144	M0RTH7_MUSAM/95-465 M0RTH7.1 PF04869.13;Uso1_p115_head;
TRINITY_DN2955_c0_g1_i9	M0TQU7_MUSAM/181-500	4.3e-153	M0TQU7_MUSAM/181-500 M0TQU7.1 PF00225.22;Kinesin;
TRINITY_DN2955_c0_g1_i9	M0TQU7_MUSAM/181-500	4.9e-08	M0TQU7_MUSAM/181-500 M0TQU7.1 PF00225.22;Kinesin;
TRINITY_DN3079_c0_g2_i1	M0REA7_MUSAM/46-121	1.3e-29	M0REA7_MUSAM/46-121 M0REA7.1 PF01480.16;PWI;
TRINITY_DN6517_c0_g1_i4	M0ST65_MUSAM/9-693	2.1e-216	M0ST65_MUSAM/9-693 M0ST65.1 PF05817.13;Ribophorin_II;
TRINITY_DN6517_c0_g1_i4	M0ST65_MUSAM/9-693	2.0e-73	M0ST65_MUSAM/9-693 M0ST65.1 PF05817.13;Ribophorin_II;
TRINITY_DN6935_c0_g1_i4	M0RTU2_MUSAM/268-490	6.4e-48	M0RTU2_MUSAM/268-490 M0RTU2.1 PF04577.13;DUF563;
TRINITY_DN6935_c0_g1_i4	M0RTU2_MUSAM/268-490	3.7e-40	M0RTU2_MUSAM/268-490 M0RTU2.1 PF04577.13;DUF563;
TRINITY_DN8339_c0_g1_i3	M0THX6_MUSAM/100-260	5.2e-66	M0THX6_MUSAM/100-260 M0THX6.1 PF07800.11;DUF1644;
TRINITY_DN2755_c0_g1_i4	A0A0D9WIQ9_9ORYZ/110-577	2.8e-253	A0A0D9WIQ9_9ORYZ/110-577 A0A0D9WIQ9.1 PF00982.20;Glyco_transf_20;
TRINITY_DN3486_c0_g1_i3	M0S4Q2_MUSAM/414-545	2.3e-58	M0S4Q2_MUSAM/414-545 M0S4Q2.1 PF04572.11;Gb3_synth;
TRINITY_DN9976_c0_g2_i1	K3Z3E3_SETIT/752-1023	5.4e-124	K3Z3E3_SETIT/752-1023 K3Z3E3.1 PF00069.24;Pkinase;
TRINITY_DN11100_c0_g1_i4	M0TG55_MUSAM/43-254	1.4e-79	M0TG55_MUSAM/43-254 M0TG55.1 PF16575.4;CLP1_P;
TRINITY_DN1264_c0_g1_i10	A0A022QK02_ERYGU/391-605	6.7e-98	A0A022QK02_ERYGU/391-605 A0A022QK02.1 PF13429.5;TPR_15;
TRINITY_DN40026_c0_g1_i4	M0U6Z8_MUSAM/4-162	5.2e-42	M0U6Z8_MUSAM/4-162 M0U6Z8.1 PF03643.14;Vps26;
TRINITY_DN40026_c0_g1_i4	M0U6Z8_MUSAM/4-162	1.3e-13	M0U6Z8_MUSAM/4-162 M0U6Z8.1 PF03643.14;Vps26;
TRINITY_DN30275_c0_g2_i3	M0SMW8_MUSAM/42-301	4.2e-108	M0SMW8_MUSAM/42-301 M0SMW8.1 PF00294.23;PfkB;
TRINITY_DN30275_c0_g2_i3	M0SMW8_MUSAM/42-301	4.2e-108	M0SMW8_MUSAM/42-301 M0SMW8.1 PF00294.23;PfkB;
TRINITY_DN3182_c0_g1_i4	M0TCG7_MUSAM/330-609	3.0e-106	M0TCG7_MUSAM/330-609 M0TCG7.1 PF00069.24;Pkinase;
TRINITY_DN593_c0_g1_i8	M0U790_MUSAM/2-177	2.6e-41	M0U790_MUSAM/2-177 M0U790.1 PF00025.20;Arf;
TRINITY_DN593_c0_g1_i8	M0U790_MUSAM/2-177	4.4e-17	M0U790_MUSAM/2-177 M0U790.1 PF00025.20;Arf;
TRINITY_DN593_c0_g1_i8	M0U790_MUSAM/2-177	9.9e-17	M0U790_MUSAM/2-177 M0U790.1 PF00025.20;Arf;
TRINITY_DN1260_c0_g1_i4	M0RTX3_MUSAM/331-399	3.1e-18	M0RTX3_MUSAM/331-399 M0RTX3.1 PF00571.27;CBS;
TRINITY_DN1686_c0_g1_i5	M0T6X6_MUSAM/95-388	6.5e-77	M0T6X6_MUSAM/95-388 M0T6X6.1 PF00295.16;Glyco_hydro_28;
TRINITY_DN1686_c0_g1_i5	M0T6X6_MUSAM/95-388	2.1e-35	M0T6X6_MUSAM/95-388 M0T6X6.1 PF00295.16;Glyco_hydro_28;
TRINITY_DN1740_c0_g1_i18	M0U1F1_MUSAM/30-158	3.1e-63	M0U1F1_MUSAM/30-158 M0U1F1.1 PF00566.17;RabGAP-TBC;
TRINITY_DN5292_c1_g1_i1	M0RQ02_MUSAM/1-342	1.4e-151	M0RQ02_MUSAM/1-342 M0RQ02.1 PF11955.7;PORR;
TRINITY_DN5664_c0_g1_i1	M0TWJ0_MUSAM/13-127	2.8e-56	M0TWJ0_MUSAM/13-127 M0TWJ0.1 PF03859.15;CG-1;
TRINITY_DN1825_c0_g1_i6	M0U415_MUSAM/117-640	1.9e-257	M0U415_MUSAM/117-640 M0U415.1 PF07944.11;Glyco_hydro_127;
TRINITY_DN1623_c0_g1_i5	M0TAF7_MUSAM/67-392	4.9e-165	M0TAF7_MUSAM/67-392 M0TAF7.1 PF16363.4;GDP_Man_Dehyd;
TRINITY_DN886_c0_g1_i2	F6GTQ7_VITVI/42-499	2.9e-178	F6GTQ7_VITVI/42-499 F6GTQ7.1 PF00067.21;p450;
TRINITY_DN886_c0_g1_i2	F6GTQ7_VITVI/42-499	1.7e-85	F6GTQ7_VITVI/42-499 F6GTQ7.1 PF00067.21;p450;
TRINITY_DN3338_c0_g1_i1	M0T559_MUSAM/50-234	1.9e-28	M0T559_MUSAM/50-234 M0T559.1 PF06206.10;CpeT;
TRINITY_DN3338_c0_g1_i1	M0T559_MUSAM/50-234	1.6e-19	M0T559_MUSAM/50-234 M0T559.1 PF06206.10;CpeT;
TRINITY_DN3338_c0_g1_i1	M0T559_MUSAM/50-234	2.0e-09	M0T559_MUSAM/50-234 M0T559.1 PF06206.10;CpeT;
TRINITY_DN49965_c0_g1_i5	B9I1S8_POPTR/16-229	3.3e-97	B9I1S8_POPTR/16-229 B9I1S8.1 PF13439.5;Glyco_transf_4;
TRINITY_DN16906_c0_g1_i6	A0A0E0PN74_ORYRU/1084-1217	6.6e-53	A0A0E0PN74_ORYRU/1084-1217 A0A0E0PN74.1 PF00730.24;HhH-GPD;
TRINITY_DN21906_c0_g1_i3	A0A067F8D3_CITSI/157-507	6.9e-95	A0A067F8D3_CITSI/157-507 A0A067F8D3.1 PF00266.18;Aminotran_5;
TRINITY_DN6017_c0_g2_i4	D7T7P4_VITVI/68-181	1.2e-19	D7T7P4_VITVI/68-181 D7T7P4.1 PF01981.15;PTH2;
TRINITY_DN4277_c1_g1_i2	M0SN69_MUSAM/412-486	1.5e-33	M0SN69_MUSAM/412-486 M0SN69.1 PF16135.4;Jas;
TRINITY_DN241_c0_g1_i6	M5XVY4_PRUPE/230-281	1.2e-17	M5XVY4_PRUPE/230-281 M5XVY4.1 PF03791.12;KNOX2;
TRINITY_DN1950_c0_g1_i11	M0RUN1_MUSAM/266-414	5.5e-68	M0RUN1_MUSAM/266-414 M0RUN1.1 PF16016.4;DUF4782;
TRINITY_DN13518_c0_g1_i1	M0S4I2_MUSAM/348-557	2.2e-80	M0S4I2_MUSAM/348-557 M0S4I2.1 PF11926.7;DUF3444;
TRINITY_DN551_c0_g2_i3	M0THL1_MUSAM/503-786	8.9e-127	M0THL1_MUSAM/503-786 M0THL1.1 PF00069.24;Pkinase;
TRINITY_DN6979_c0_g1_i3	M0TH80_MUSAM/2035-2299	4.0e-66	M0TH80_MUSAM/2035-2299 M0TH80.1 PF00069.24;Pkinase;
TRINITY_DN6979_c0_g1_i3	M0TH80_MUSAM/2035-2299	1.0e-13	M0TH80_MUSAM/2035-2299 M0TH80.1 PF00069.24;Pkinase;
TRINITY_DN9689_c0_g2_i6	A0A061DKB2_THECC/7-349	6.3e-157	A0A061DKB2_THECC/7-349 A0A061DKB2.1 PF00009.26;GTP_EFTU;
TRINITY_DN11219_c0_g1_i1	M0TDK0_MUSAM/137-1072	1.5e-161	M0TDK0_MUSAM/137-1072 M0TDK0.1 PF05904.10;DUF863;
TRINITY_DN6793_c0_g1_i3	M0TR72_MUSAM/206-767	2.4e-172	M0TR72_MUSAM/206-767 M0TR72.1 PF00443.28;UCH;
TRINITY_DN18744_c0_g1_i7	W1PUK8_AMBTC/434-786	8.5e-186	W1PUK8_AMBTC/434-786 W1PUK8.1 PF01237.17;Oxysterol_BP;
TRINITY_DN18744_c0_g1_i7	W1PUK8_AMBTC/434-786	2.9e-08	W1PUK8_AMBTC/434-786 W1PUK8.1 PF01237.17;Oxysterol_BP;
TRINITY_DN3678_c0_g2_i11	A0A0D9WRW1_9ORYZ/108-182	2.2e-24	A0A0D9WRW1_9ORYZ/108-182 A0A0D9WRW1.1 PF03105.18;SPX;
TRINITY_DN3678_c0_g2_i11	A0A0D9WRW1_9ORYZ/108-182	2.9e-24	A0A0D9WRW1_9ORYZ/108-182 A0A0D9WRW1.1 PF03105.18;SPX;
TRINITY_DN11981_c0_g2_i4	A0A151RHD8_CAJCA/97-385	4.1e-148	A0A151RHD8_CAJCA/97-385 A0A151RHD8.1 PF03151.15;TPT;
TRINITY_DN11981_c0_g2_i4	A0A151RHD8_CAJCA/97-385	4.1e-148	A0A151RHD8_CAJCA/97-385 A0A151RHD8.1 PF03151.15;TPT;
TRINITY_DN2192_c0_g1_i1	M0TGY2_MUSAM/608-674	1.2e-25	M0TGY2_MUSAM/608-674 M0TGY2.1 PF01424.21;R3H;
TRINITY_DN4652_c0_g1_i8	B9H3Y3_POPTR/113-708	3.6e-269	B9H3Y3_POPTR/113-708 B9H3Y3.2 PF00328.21;His_Phos_2;
TRINITY_DN5738_c1_g1_i4	M0TMV6_MUSAM/377-498	1.4e-50	M0TMV6_MUSAM/377-498 M0TMV6.1 PF04677.14;CwfJ_C_1;
TRINITY_DN5738_c1_g1_i4	M0TMV6_MUSAM/377-498	1.4e-50	M0TMV6_MUSAM/377-498 M0TMV6.1 PF04677.14;CwfJ_C_1;
TRINITY_DN6261_c0_g1_i1	B9T5S6_RICCO/198-589	1.1e-198	B9T5S6_RICCO/198-589 B9T5S6.1 PF00940.18;RNA_pol;
TRINITY_DN1617_c0_g1_i5	M0TG16_MUSAM/181-447	2.7e-131	M0TG16_MUSAM/181-447 M0TG16.1 PF00557.23;Peptidase_M24;
TRINITY_DN956_c0_g2_i1	A0A087HJI6_ARAAL/464-649	2.8e-56	A0A087HJI6_ARAAL/464-649 A0A087HJI6.1 PF09770.8;PAT1;
TRINITY_DN10455_c0_g1_i14	A0A151RME2_CAJCA/8-260	1.5e-57	A0A151RME2_CAJCA/8-260 A0A151RME2.1 PF00483.22;NTP_transferase;
TRINITY_DN3804_c0_g1_i6	A0A0K9Q2T7_ZOSMR/134-333	3.3e-73	A0A0K9Q2T7_ZOSMR/134-333 A0A0K9Q2T7.1 PF10475.8;Vps54_N;
TRINITY_DN18440_c0_g2_i10	J3LRM7_ORYBR/38-315	2.9e-117	J3LRM7_ORYBR/38-315 J3LRM7.1 PF01544.17;CorA;
TRINITY_DN4510_c0_g2_i7	M0SA73_MUSAM/104-277	2.7e-83	M0SA73_MUSAM/104-277 M0SA73.1 PF03853.14;YjeF_N;
TRINITY_DN5173_c0_g1_i2	M0SJN9_MUSAM/535-763	4.4e-118	M0SJN9_MUSAM/535-763 M0SJN9.1 PF13718.5;GNAT_acetyltr_2;
TRINITY_DN1053_c0_g1_i2	Q6ZGZ0_ORYSJ/50-373	9.3e-100	Q6ZGZ0_ORYSJ/50-373 Q6ZGZ0.1 PF16913.4;PUNUT;
TRINITY_DN11865_c0_g1_i11	M0U2U3_MUSAM/407-657	3.5e-83	M0U2U3_MUSAM/407-657 M0U2U3.1 PF11831.7;Myb_Cef;
TRINITY_DN2182_c0_g1_i5	M0TBC2_MUSAM/85-274	4.3e-73	M0TBC2_MUSAM/85-274 M0TBC2.1 PF14543.5;TAXi_N;
TRINITY_DN2182_c0_g1_i5	M0TBC2_MUSAM/85-274	2.2e-72	M0TBC2_MUSAM/85-274 M0TBC2.1 PF14543.5;TAXi_N;
TRINITY_DN3593_c0_g1_i7	M0TFM7_MUSAM/311-417	9.4e-52	M0TFM7_MUSAM/311-417 M0TFM7.1 PF01926.22;MMR_HSR1;
TRINITY_DN5939_c0_g1_i10	M0SGG9_MUSAM/162-231	3.6e-27	M0SGG9_MUSAM/162-231 M0SGG9.1 PF00013.28;KH_1;
TRINITY_DN1659_c0_g2_i1	A0A067KN01_JATCU/413-773	6.6e-138	A0A067KN01_JATCU/413-773 A0A067KN01.1 PF00702.25;Hydrolase;
TRINITY_DN6028_c1_g1_i1	M0TIL3_MUSAM/33-72	1.1e-07	M0TIL3_MUSAM/33-72 M0TIL3.1 PF08263.11;LRRNT_2;
TRINITY_DN2946_c0_g1_i3	W5C3D7_WHEAT/10-116	2.5e-28	W5C3D7_WHEAT/10-116 W5C3D7.1 PF01412.17;ArfGap;
TRINITY_DN2096_c0_g1_i12	W1PDH1_AMBTC/16-197	7.7e-54	W1PDH1_AMBTC/16-197 W1PDH1.1 PF08245.11;Mur_ligase_M;
TRINITY_DN2096_c0_g1_i12	W1PDH1_AMBTC/16-197	3.7e-16	W1PDH1_AMBTC/16-197 W1PDH1.1 PF08245.11;Mur_ligase_M;
TRINITY_DN1616_c0_g1_i4	M0SYK0_MUSAM/171-380	4.0e-111	M0SYK0_MUSAM/171-380 M0SYK0.1 PF03360.15;Glyco_transf_43;
TRINITY_DN230_c1_g1_i2	M0SWE0_MUSAM/55-421	2.2e-77	M0SWE0_MUSAM/55-421 M0SWE0.1 PF03283.12;PAE;
TRINITY_DN230_c1_g1_i2	M0SWE0_MUSAM/55-421	1.8e-47	M0SWE0_MUSAM/55-421 M0SWE0.1 PF03283.12;PAE;
TRINITY_DN4845_c0_g1_i4	G7IPJ6_MEDTR/213-279	8.9e-18	G7IPJ6_MEDTR/213-279 G7IPJ6.2 PF01429.18;MBD;
TRINITY_DN9814_c0_g2_i2	W9S0U1_9ROSA/5-161	5.9e-30	W9S0U1_9ROSA/5-161 W9S0U1.1 PF00179.25;UQ_con;
TRINITY_DN18655_c0_g1_i6	A0A194YPT9_SORBI/463-711	4.9e-101	A0A194YPT9_SORBI/463-711 A0A194YPT9.1 PF00931.21;NB-ARC;
TRINITY_DN14939_c0_g1_i2	B9HSI9_POPTR/603-1002	9.6e-105	B9HSI9_POPTR/603-1002 B9HSI9.2 PF00176.22;SNF2_N;
TRINITY_DN4555_c0_g1_i13	I1ICH1_BRADI/258-352	1.9e-36	I1ICH1_BRADI/258-352 I1ICH1.1 PF10551.8;MULE;
TRINITY_DN35128_c0_g1_i6	M0TBQ8_MUSAM/53-356	1.8e-148	M0TBQ8_MUSAM/53-356 M0TBQ8.1 PF01103.22;Bac_surface_Ag;
TRINITY_DN21613_c0_g1_i11	B8A7R8_ORYSI/1-242	8.4e-85	B8A7R8_ORYSI/1-242 B8A7R8.1 PF00154.20;RecA;
TRINITY_DN21613_c0_g1_i11	B8A7R8_ORYSI/1-242	1.9e-52	B8A7R8_ORYSI/1-242 B8A7R8.1 PF00154.20;RecA;
TRINITY_DN21613_c0_g1_i11	B8A7R8_ORYSI/1-242	3.2e-15	B8A7R8_ORYSI/1-242 B8A7R8.1 PF00154.20;RecA;
TRINITY_DN21613_c0_g1_i11	B8A7R8_ORYSI/1-242	3.2e-07	B8A7R8_ORYSI/1-242 B8A7R8.1 PF00154.20;RecA;
TRINITY_DN3987_c0_g1_i2	A0A0D3ETD5_9ORYZ/807-1080	8.6e-130	A0A0D3ETD5_9ORYZ/807-1080 A0A0D3ETD5.1 PF00069.24;Pkinase;
TRINITY_DN2058_c0_g1_i7	Q7XDG7_ORYSJ/557-918	5.5e-193	Q7XDG7_ORYSJ/557-918 Q7XDG7.2 PF04685.12;DUF608;
TRINITY_DN10771_c0_g1_i4	M0TFT6_MUSAM/57-943	0.0e+00	M0TFT6_MUSAM/57-943 M0TFT6.1 PF11145.7;DUF2921;
TRINITY_DN3931_c0_g3_i2	A0A0K9NY84_ZOSMR/115-403	4.5e-139	A0A0K9NY84_ZOSMR/115-403 A0A0K9NY84.1 PF00291.24;PALP;
TRINITY_DN5398_c0_g1_i8	M0REM4_MUSAM/8-284	6.8e-143	M0REM4_MUSAM/8-284 M0REM4.1 PF01532.19;Glyco_hydro_47;
TRINITY_DN24610_c0_g1_i1	M0RKP0_MUSAM/29-104	9.7e-33	M0RKP0_MUSAM/29-104 M0RKP0.1 PF03810.18;IBN_N;
TRINITY_DN5289_c0_g1_i2	M0T3T5_MUSAM/92-184	1.1e-41	M0T3T5_MUSAM/92-184 M0T3T5.1 PF00153.26;Mito_carr;
TRINITY_DN5289_c0_g1_i2	M0T3T5_MUSAM/92-184	1.1e-41	M0T3T5_MUSAM/92-184 M0T3T5.1 PF00153.26;Mito_carr;
TRINITY_DN9712_c0_g1_i2	M0SW67_MUSAM/29-134	2.0e-49	M0SW67_MUSAM/29-134 M0SW67.1 PF13426.6;PAS_9;
TRINITY_DN9712_c0_g1_i2	M0SW67_MUSAM/29-134	2.0e-49	M0SW67_MUSAM/29-134 M0SW67.1 PF13426.6;PAS_9;
TRINITY_DN581_c0_g1_i10	V4TSA9_9ROSI/501-823	3.4e-86	V4TSA9_9ROSI/501-823 V4TSA9.1 PF00225.22;Kinesin;
TRINITY_DN581_c0_g1_i10	V4TSA9_9ROSI/501-823	1.3e-45	V4TSA9_9ROSI/501-823 V4TSA9.1 PF00225.22;Kinesin;
TRINITY_DN5876_c0_g1_i12	M0S8I9_MUSAM/7-178	2.6e-46	M0S8I9_MUSAM/7-178 M0S8I9.1 PF14215.5;bHLH-MYC_N;
TRINITY_DN6209_c0_g1_i2	A0A061G1R2_THECC/109-403	4.6e-83	A0A061G1R2_THECC/109-403 A0A061G1R2.1 PF00069.24;Pkinase;
TRINITY_DN6209_c0_g1_i2	A0A061G1R2_THECC/109-403	1.9e-28	A0A061G1R2_THECC/109-403 A0A061G1R2.1 PF00069.24;Pkinase;
TRINITY_DN4926_c0_g2_i2	M0T7A1_MUSAM/114-169	5.2e-18	M0T7A1_MUSAM/114-169 M0T7A1.1 PF00628.28;PHD;
TRINITY_DN654_c0_g1_i7	M0SYW6_MUSAM/481-728	1.5e-113	M0SYW6_MUSAM/481-728 M0SYW6.1 PF00083.23;Sugar_tr;
TRINITY_DN8621_c0_g1_i2	M0XT32_HORVD/115-173	1.7e-21	M0XT32_HORVD/115-173 M0XT32.1 PF00288.25;GHMP_kinases_N;
TRINITY_DN1223_c0_g1_i4	M0U6V5_MUSAM/96-698	0.0e+00	M0U6V5_MUSAM/96-698 M0U6V5.1 PF00133.21;tRNA-synt_1;
TRINITY_DN13320_c0_g1_i3	M0SGP6_MUSAM/363-468	1.5e-33	M0SGP6_MUSAM/363-468 M0SGP6.1 PF03126.17;Plus-3;
TRINITY_DN15523_c0_g1_i1	M0TRM7_MUSAM/414-709	2.2e-133	M0TRM7_MUSAM/414-709 M0TRM7.1 PF00481.20;PP2C;
TRINITY_DN4958_c0_g1_i1	A0A0L9UZY6_PHAAN/135-358	2.9e-45	A0A0L9UZY6_PHAAN/135-358 A0A0L9UZY6.1 PF05911.10;FPP;
TRINITY_DN4916_c0_g2_i3	A0A078H8C0_BRANA/155-213	4.5e-14	A0A078H8C0_BRANA/155-213 A0A078H8C0.1 PF00097.24;zf-C3HC4;
TRINITY_DN4916_c0_g2_i3	A0A078H8C0_BRANA/155-213	4.5e-14	A0A078H8C0_BRANA/155-213 A0A078H8C0.1 PF00097.24;zf-C3HC4;
TRINITY_DN17_c0_g1_i7	M0T8Q1_MUSAM/271-512	1.4e-124	M0T8Q1_MUSAM/271-512 M0T8Q1.1 PF04811.14;Sec23_trunk;
TRINITY_DN3062_c0_g1_i3	S8EAA2_9LAMI/2-164	2.6e-70	S8EAA2_9LAMI/2-164 S8EAA2.1 PF09767.8;DUF2053;
TRINITY_DN14718_c0_g1_i4	M0RZU6_MUSAM/21-185	1.5e-65	M0RZU6_MUSAM/21-185 M0RZU6.1 PF03398.13;Ist1;
TRINITY_DN3384_c0_g1_i1	M0TMS5_MUSAM/394-672	4.0e-127	M0TMS5_MUSAM/394-672 M0TMS5.1 PF07714.16;Pkinase_Tyr;
TRINITY_DN5089_c0_g1_i4	B9HB72_POPTR/189-262	1.0e-34	B9HB72_POPTR/189-262 B9HB72.1 PF00076.21;RRM_1;
TRINITY_DN11439_c0_g1_i6	M0SXJ3_MUSAM/226-407	3.5e-51	M0SXJ3_MUSAM/226-407 M0SXJ3.1 PF05340.11;DUF740;
TRINITY_DN4746_c0_g1_i1	A0A0K9PDN4_ZOSMR/66-329	1.4e-135	A0A0K9PDN4_ZOSMR/66-329 A0A0K9PDN4.1 PF02263.18;GBP;
TRINITY_DN1001_c0_g1_i4	M0SEB5_MUSAM/13-268	4.7e-136	M0SEB5_MUSAM/13-268 M0SEB5.1 PF00069.24;Pkinase;
TRINITY_DN1001_c0_g1_i4	M0SEB5_MUSAM/13-268	9.2e-116	M0SEB5_MUSAM/13-268 M0SEB5.1 PF00069.24;Pkinase;
TRINITY_DN2512_c0_g2_i1	M0TYP5_MUSAM/116-423	4.1e-132	M0TYP5_MUSAM/116-423 M0TYP5.1 PF01167.17;Tub;
TRINITY_DN7296_c0_g1_i1	M0RXD5_MUSAM/175-408	1.2e-110	M0RXD5_MUSAM/175-408 M0RXD5.1 PF00557.23;Peptidase_M24;
TRINITY_DN7248_c0_g1_i3	M0U1D4_MUSAM/1-179	1.6e-27	M0U1D4_MUSAM/1-179 M0U1D4.1 PF14009.5;DUF4228;
TRINITY_DN7738_c0_g1_i2	M0S8L3_MUSAM/514-766	6.3e-133	M0S8L3_MUSAM/514-766 M0S8L3.1 PF07714.16;Pkinase_Tyr;
TRINITY_DN10753_c0_g1_i7	W1PC11_AMBTC/467-552	3.8e-21	W1PC11_AMBTC/467-552 W1PC11.1 PF12894.6;ANAPC4_WD40;
TRINITY_DN8137_c0_g1_i6	PP236_ARATH/121-287	4.6e-35	PP236_ARATH/121-287 Q9LW84.1 PF17177.3;PPR_long;
TRINITY_DN15934_c0_g1_i2	W1NX75_AMBTC/84-222	3.4e-30	W1NX75_AMBTC/84-222 W1NX75.1 PF17177.3;PPR_long;
TRINITY_DN5263_c0_g1_i2	M0TWG6_MUSAM/151-572	1.2e-205	M0TWG6_MUSAM/151-572 M0TWG6.1 PF06602.13;Myotub-related;
TRINITY_DN11951_c0_g1_i6	M0RFE8_MUSAM/29-109	5.3e-39	M0RFE8_MUSAM/29-109 M0RFE8.1 PF13774.5;Longin;
TRINITY_DN11951_c0_g1_i6	M0RFE8_MUSAM/29-109	7.4e-17	M0RFE8_MUSAM/29-109 M0RFE8.1 PF13774.5;Longin;
TRINITY_DN11951_c0_g1_i6	M0RFE8_MUSAM/29-109	6.1e-11	M0RFE8_MUSAM/29-109 M0RFE8.1 PF13774.5;Longin;
TRINITY_DN2953_c1_g1_i10	W1NJM4_AMBTC/101-215	7.9e-27	W1NJM4_AMBTC/101-215 W1NJM4.1 PF00072.23;Response_reg;
TRINITY_DN2953_c1_g1_i10	W1NJM4_AMBTC/101-215	3.3e-09	W1NJM4_AMBTC/101-215 W1NJM4.1 PF00072.23;Response_reg;
TRINITY_DN1659_c0_g3_i4	A0A067KN01_JATCU/413-773	2.3e-135	A0A067KN01_JATCU/413-773 A0A067KN01.1 PF00702.25;Hydrolase;
TRINITY_DN8711_c0_g1_i3	M0RLY7_MUSAM/553-812	3.5e-67	M0RLY7_MUSAM/553-812 M0RLY7.1 PF00069.24;Pkinase;
