gene	kegg_id	kegg_evalue	kegg_description
TRINITY_DN25460_c0_g3_i4	pda:103717921	7.7e-58	pda:103717921 GDP-L-galactose phosphorylase 1-like; K14190 GDP-L-galactose phosphorylase [EC:2.7.7.69]
TRINITY_DN25460_c0_g3_i4	pda:103717921	4.8e-44	pda:103717921 GDP-L-galactose phosphorylase 1-like; K14190 GDP-L-galactose phosphorylase [EC:2.7.7.69]
TRINITY_DN4312_c0_g1_i2	mus:103982810	2.4e-160	mus:103982810 phosphatidylserine decarboxylase proenzyme 1, mitochondrial; K01613 phosphatidylserine decarboxylase [EC:4.1.1.65]
TRINITY_DN4312_c0_g1_i2	mus:103982810	1.6e-15	mus:103982810 phosphatidylserine decarboxylase proenzyme 1, mitochondrial; K01613 phosphatidylserine decarboxylase [EC:4.1.1.65]
TRINITY_DN5429_c0_g1_i2	gmx:100792720	1.1e-104	gmx:100792720 type I inositol 1,4,5-trisphosphate 5-phosphatase CVP2-like; K01099 phosphatidylinositol-bisphosphatase [EC:3.1.3.36]
TRINITY_DN7073_c0_g1_i2	pvu:PHAVU_002G127300g	1.3e-166	pvu:PHAVU_002G127300g hypothetical protein; K02184 formin 2
TRINITY_DN2763_c3_g1_i8	mus:103970731	7.5e-263	mus:103970731 GPI transamidase component PIG-S; K05291 phosphatidylinositol glycan, class S
TRINITY_DN7526_c0_g1_i7	mus:103993000	2.7e-212	mus:103993000 putative UDP-glucuronate:xylan alpha-glucuronosyltransferase 3; K00750 glycogenin glucosyltransferase [EC:2.4.1.186]
TRINITY_DN13466_c0_g2_i1	mus:103997665	8.2e-310	mus:103997665 glutamate receptor 3.4-like; K05387 glutamate receptor, ionotropic, plant
TRINITY_DN13466_c0_g2_i1	mus:103997665	4.9e-20	mus:103997665 glutamate receptor 3.4-like; K05387 glutamate receptor, ionotropic, plant
TRINITY_DN14110_c0_g1_i11	mus:103984140	1.6e-225	mus:103984140 phosphatidylinositol N-acetylglucosaminyltransferase gpi3 subunit; K03857 phosphatidylinositol glycan, class A [EC:2.4.1.198]
TRINITY_DN2575_c2_g1_i1	ppp:PHYPADRAFT_159956	2.7e-71	ppp:PHYPADRAFT_159956 hypothetical protein; K02184 formin 2
TRINITY_DN448_c0_g1_i1	mus:103982241	4.1e-160	mus:103982241 WD-40 repeat-containing protein MSI1; K10752 histone-binding protein RBBP4
TRINITY_DN448_c0_g1_i1	mus:103982241	1.5e-53	mus:103982241 WD-40 repeat-containing protein MSI1; K10752 histone-binding protein RBBP4
TRINITY_DN9131_c0_g1_i9	mus:103999802	1.2e-82	mus:103999802 probable protein S-acyltransferase 15; K18932 palmitoyltransferase [EC:2.3.1.225]
TRINITY_DN9131_c0_g1_i9	mus:103999802	3.2e-56	mus:103999802 probable protein S-acyltransferase 15; K18932 palmitoyltransferase [EC:2.3.1.225]
TRINITY_DN9886_c0_g1_i3	gmx:100798797	7.2e-40	gmx:100798797 U-box domain-containing protein 14-like; K08332 vacuolar protein 8
TRINITY_DN23014_c0_g1_i2	dosa:Os01t0819100-01	1.3e-121	dosa:Os01t0819100-01 Os01g0819100; Similar to predicted protein.; K04733 interleukin-1 receptor-associated kinase 4 [EC:2.7.11.1]
TRINITY_DN3353_c0_g1_i1	pda:103722623	3.0e-147	pda:103722623 L-type lectin-domain containing receptor kinase IX.1-like; K04730 interleukin-1 receptor-associated kinase 1 [EC:2.7.11.1]
TRINITY_DN7642_c0_g1_i4	vvi:100245434	1.6e-84	vvi:100245434 probable methyltransferase PMT28; K16302 metal transporter CNNM
TRINITY_DN8437_c0_g1_i7	egr:104455448	1.3e-44	egr:104455448 MACPF domain-containing protein At1g14780-like; K07119 uncharacterized protein
TRINITY_DN8979_c0_g1_i2	ppp:PHYPADRAFT_143513	3.5e-111	ppp:PHYPADRAFT_143513 hypothetical protein; K04730 interleukin-1 receptor-associated kinase 1 [EC:2.7.11.1]
TRINITY_DN926_c0_g1_i6	mus:103969641	1.7e-129	mus:103969641 uncharacterized protein LOC103969641 isoform X1; K13099 CD2 antigen cytoplasmic tail-binding protein 2
TRINITY_DN46372_c0_g1_i5	mus:103986377	9.6e-210	mus:103986377 ubiquinone biosynthesis monooxygenase COQ6 isoform X1; K06126 ubiquinone biosynthesis monooxygenase Coq6 [EC:1.14.13.-]
TRINITY_DN723_c0_g1_i2	gmx:100819125	3.0e-54	gmx:100819125 putative DNA-binding protein ESCAROLA-like; K07374 tubulin alpha
TRINITY_DN9858_c0_g2_i1	pda:103706824	0.0e+00	pda:103706824 formate--tetrahydrofolate ligase; K01938 formate--tetrahydrofolate ligase [EC:6.3.4.3]
TRINITY_DN12399_c0_g1_i3	mus:103992764	5.5e-197	mus:103992764 probable sugar phosphate/phosphate translocator At1g06470; K15280 solute carrier family 35, member C2
TRINITY_DN4307_c0_g1_i9	egr:104431689	4.5e-90	egr:104431689 probable inactive receptor-like protein kinase At3g56050; K04733 interleukin-1 receptor-associated kinase 4 [EC:2.7.11.1]
TRINITY_DN10158_c0_g2_i7	mtr:MTR_1g095710	5.8e-82	mtr:MTR_1g095710 Elongation factor 1-alpha; K03231 elongation factor 1-alpha
TRINITY_DN10945_c0_g1_i4	cic:CICLE_v10014038mg	2.5e-101	cic:CICLE_v10014038mg hypothetical protein; K10683 BRCA1-associated RING domain protein 1
TRINITY_DN26408_c0_g1_i3	osa:4348816	6.9e-51	osa:4348816 Os10g0461100; K02717 photosystem II oxygen-evolving enhancer protein 2
TRINITY_DN3463_c0_g1_i7	sita:101754459	2.4e-19	sita:101754459 BTB/POZ domain-containing protein At1g30440; K03294 basic amino acid/polyamine antiporter, APA family
TRINITY_DN18333_c0_g1_i1	egu:105058163	2.7e-63	egu:105058163 probable protein S-acyltransferase 23; K18932 palmitoyltransferase [EC:2.3.1.225]
TRINITY_DN1903_c0_g1_i4	mus:103991410	1.9e-221	mus:103991410 KH domain-containing protein At4g18375-like; K13162 poly(rC)-binding protein 2/3/4
TRINITY_DN491_c0_g1_i2	sly:101248490	3.6e-47	sly:101248490 inositol transporter 1; K08150 MFS transporter, SP family, solute carrier family 2 (myo-inositol transporter), member 13
TRINITY_DN5_c0_g1_i5	atr:18428292	2.7e-71	atr:18428292 phospholipase A(1) DAD1, chloroplastic; K16818 phospholipase A1 [EC:3.1.1.32]
TRINITY_DN8863_c0_g1_i1	cic:CICLE_v10004016mg	6.2e-76	cic:CICLE_v10004016mg hypothetical protein; K10770 alkylated DNA repair protein alkB homolog 8 [EC:1.14.11.- 2.1.1.229]
TRINITY_DN8863_c0_g1_i1	cic:CICLE_v10004016mg	1.2e-07	cic:CICLE_v10004016mg hypothetical protein; K10770 alkylated DNA repair protein alkB homolog 8 [EC:1.14.11.- 2.1.1.229]
TRINITY_DN13399_c0_g1_i4	mus:103995359	5.3e-59	mus:103995359 NEDD8-activating enzyme E1 catalytic subunit; K10686 ubiquitin-activating enzyme E1 C [EC:6.2.1.45]
TRINITY_DN17940_c0_g1_i1	mus:103985413	1.2e-92	mus:103985413 uncharacterized protein LOC103985413; K19476 vacuolar protein sorting-associated protein IST1
TRINITY_DN20933_c0_g1_i2	rcu:RCOM_1590660	1.5e-106	rcu:RCOM_1590660 pentatricopeptide repeat-containing protein, putative (EC:3.2.1.60); K01176 alpha-amylase [EC:3.2.1.1]
TRINITY_DN21433_c0_g1_i2	aly:ARALYDRAFT_477133	2.2e-278	aly:ARALYDRAFT_477133 ABC1 family protein; K08869 aarF domain-containing kinase
TRINITY_DN559_c0_g1_i12	mus:103996699	9.7e-271	mus:103996699 adenosylhomocysteinase; K01251 adenosylhomocysteinase [EC:3.3.1.1]
TRINITY_DN16279_c0_g2_i1	pxb:103961947	3.8e-25	pxb:103961947 NO-associated protein 1, chloroplastic/mitochondrial-like; K13427 nitric-oxide synthase, plant [EC:1.14.13.39]
TRINITY_DN2010_c0_g1_i6	pda:103714767	3.6e-84	pda:103714767 protein TRANSPORT INHIBITOR RESPONSE 1-like; K14485 transport inhibitor response 1
TRINITY_DN2010_c0_g1_i6	pda:103714767	7.9e-79	pda:103714767 protein TRANSPORT INHIBITOR RESPONSE 1-like; K14485 transport inhibitor response 1
TRINITY_DN3357_c0_g1_i1	sly:101259839	3.1e-99	sly:101259839 probable methyltransferase PMT28; K16302 metal transporter CNNM
TRINITY_DN4225_c0_g1_i11	smo:SELMODRAFT_429199	3.2e-48	smo:SELMODRAFT_429199 hypothetical protein; K12818 ATP-dependent RNA helicase DHX8/PRP22 [EC:3.6.4.13]
TRINITY_DN4225_c0_g1_i11	smo:SELMODRAFT_429199	1.1e-19	smo:SELMODRAFT_429199 hypothetical protein; K12818 ATP-dependent RNA helicase DHX8/PRP22 [EC:3.6.4.13]
TRINITY_DN4225_c0_g1_i11	smo:SELMODRAFT_429199	8.3e-12	smo:SELMODRAFT_429199 hypothetical protein; K12818 ATP-dependent RNA helicase DHX8/PRP22 [EC:3.6.4.13]
TRINITY_DN6804_c0_g1_i3	mus:103970574	2.3e-94	mus:103970574 ATP phosphoribosyltransferase, chloroplastic-like; K00765 ATP phosphoribosyltransferase [EC:2.4.2.17]
TRINITY_DN6804_c0_g1_i3	mus:103970574	5.6e-85	mus:103970574 ATP phosphoribosyltransferase, chloroplastic-like; K00765 ATP phosphoribosyltransferase [EC:2.4.2.17]
TRINITY_DN1032_c0_g1_i11	mus:103992239	4.2e-141	mus:103992239 uncharacterized protein LOC103992239 isoform X1; K18207 protein O-mannose beta-1,4-N-acetylglucosaminyltransferase [EC:2.4.1.312]
TRINITY_DN21_c0_g4_i2	fve:101302986	2.7e-103	fve:101302986 anthocyanidin 5,3-O-glucosyltransferase; K12938 anthocyanidin 5,3-O-glucosyltransferase [EC:2.4.1.-]
TRINITY_DN3574_c0_g1_i1	mus:103975485	0.0e+00	mus:103975485 acyl-coenzyme A oxidase 3, peroxisomal-like; K00232 acyl-CoA oxidase [EC:1.3.3.6]
TRINITY_DN3574_c0_g1_i1	mus:103975485	1.3e-04	mus:103975485 acyl-coenzyme A oxidase 3, peroxisomal-like; K00232 acyl-CoA oxidase [EC:1.3.3.6]
TRINITY_DN3620_c0_g1_i8	atr:18428073	9.8e-114	atr:18428073 xylosyltransferase; K00771 protein xylosyltransferase [EC:2.4.2.26]
TRINITY_DN3620_c0_g1_i8	atr:18428073	1.4e-22	atr:18428073 xylosyltransferase; K00771 protein xylosyltransferase [EC:2.4.2.26]
TRINITY_DN4238_c0_g1_i2	zma:103640386	2.9e-09	zma:103640386 baculoviral IAP repeat-containing protein 6-like; K10581 ubiquitin-conjugating enzyme E2 O [EC:2.3.2.24]
TRINITY_DN8240_c0_g1_i2	pda:103703163	8.3e-129	pda:103703163 autophagy-related protein 13-like; K08331 autophagy-related protein 13
TRINITY_DN9756_c0_g1_i2	eus:EUTSA_v100253570m	4.6e-63	eus:EUTSA_v100253570m hypothetical protein; K04733 interleukin-1 receptor-associated kinase 4 [EC:2.7.11.1]
TRINITY_DN9756_c0_g1_i2	eus:EUTSA_v100253570m	1.5e-29	eus:EUTSA_v100253570m hypothetical protein; K04733 interleukin-1 receptor-associated kinase 4 [EC:2.7.11.1]
TRINITY_DN2391_c0_g1_i5	mus:103988902	9.5e-242	mus:103988902 COP9 signalosome complex subunit 2; K12176 COP9 signalosome complex subunit 2
TRINITY_DN5867_c0_g1_i12	aly:ARALYDRAFT_491618	7.0e-144	aly:ARALYDRAFT_491618 kinase family protein; K17609 nucleoredoxin [EC:1.8.1.8]
TRINITY_DN10170_c0_g1_i2	ppp:PHYPADRAFT_152881	3.6e-92	ppp:PHYPADRAFT_152881 hypothetical protein; K04730 interleukin-1 receptor-associated kinase 1 [EC:2.7.11.1]
TRINITY_DN15338_c0_g1_i6	vvi:100260741	4.9e-57	vvi:100260741 receptor protein kinase CLAVATA1; K00924 
TRINITY_DN15338_c0_g1_i6	vvi:100260741	1.1e-11	vvi:100260741 receptor protein kinase CLAVATA1; K00924 
TRINITY_DN2423_c0_g1_i4	mus:103968935	3.4e-82	mus:103968935 uncharacterized protein LOC103968935 isoform X1; K18666 activating signal cointegrator complex subunit 1
TRINITY_DN2423_c0_g1_i4	mus:103968935	6.4e-81	mus:103968935 uncharacterized protein LOC103968935 isoform X1; K18666 activating signal cointegrator complex subunit 1
TRINITY_DN3988_c0_g2_i1	mpp:MICPUCDRAFT_52894	7.2e-16	mpp:MICPUCDRAFT_52894 hypothetical protein; K03707 thiaminase (transcriptional activator TenA) [EC:3.5.99.2]
TRINITY_DN4166_c0_g1_i3	ppp:PHYPADRAFT_182911	4.9e-97	ppp:PHYPADRAFT_182911 hypothetical protein; K01931 protein neuralized [EC:2.3.2.27]
TRINITY_DN5099_c0_g1_i6	mus:103995516	1.5e-175	mus:103995516 GDP-mannose transporter GONST1-like isoform X1; K15356 GDP-mannose transporter
TRINITY_DN7207_c0_g1_i6	sbi:SORBI_03g025610	9.4e-133	sbi:SORBI_03g025610 SORBIDRAFT_03g025610, Sb03g025610; hypothetical protein; K04733 interleukin-1 receptor-associated kinase 4 [EC:2.7.11.1]
TRINITY_DN7_c0_g1_i2	mus:103983140	0.0e+00	mus:103983140 phosphoenolpyruvate carboxykinase [ATP]-like; K01610 phosphoenolpyruvate carboxykinase (ATP) [EC:4.1.1.49]
TRINITY_DN934_c0_g1_i13	egu:105038922	5.0e-118	egu:105038922 serine/threonine-protein kinase Nek6-like; K08857 NIMA (never in mitosis gene a)-related kinase [EC:2.7.11.1]
TRINITY_DN934_c0_g1_i13	egu:105038922	3.0e-46	egu:105038922 serine/threonine-protein kinase Nek6-like; K08857 NIMA (never in mitosis gene a)-related kinase [EC:2.7.11.1]
TRINITY_DN2240_c1_g2_i3	pper:PRUPE_ppa003884mg	5.6e-109	pper:PRUPE_ppa003884mg hypothetical protein; K04733 interleukin-1 receptor-associated kinase 4 [EC:2.7.11.1]
TRINITY_DN3068_c0_g1_i2	mus:103989672	4.9e-73	mus:103989672 probable U3 small nucleolar RNA-associated protein 11; K14769 U3 small nucleolar RNA-associated protein 11
TRINITY_DN3068_c0_g1_i2	mus:103989672	1.2e-23	mus:103989672 probable U3 small nucleolar RNA-associated protein 11; K14769 U3 small nucleolar RNA-associated protein 11
TRINITY_DN3214_c0_g1_i2	mus:103986810	1.3e-153	mus:103986810 ENHANCER OF AG-4 protein 2-like; K19476 vacuolar protein sorting-associated protein IST1
TRINITY_DN34930_c0_g1_i2	pda:103708276	4.4e-130	pda:103708276 wall-associated receptor kinase 3-like; K04730 interleukin-1 receptor-associated kinase 1 [EC:2.7.11.1]
TRINITY_DN7123_c0_g1_i4	mus:103982847	2.6e-106	mus:103982847 LOW QUALITY PROTEIN: probable apyrase 6; K01510 apyrase [EC:3.6.1.5]
TRINITY_DN7123_c0_g1_i4	mus:103982847	1.3e-68	mus:103982847 LOW QUALITY PROTEIN: probable apyrase 6; K01510 apyrase [EC:3.6.1.5]
TRINITY_DN8777_c0_g1_i2	egu:105052405	1.8e-06	egu:105052405 uncharacterized LOC105052405; K12761 carbon catabolite-derepressing protein kinase [EC:2.7.11.1]
TRINITY_DN944_c0_g1_i2	mus:103981175	9.6e-178	mus:103981175 mitogen-activated protein kinase 4; K04371 mitogen-activated protein kinase 1/3 [EC:2.7.11.24]
TRINITY_DN944_c0_g1_i2	mus:103981175	8.5e-25	mus:103981175 mitogen-activated protein kinase 4; K04371 mitogen-activated protein kinase 1/3 [EC:2.7.11.24]
TRINITY_DN11286_c0_g1_i7	mus:103985384	5.9e-42	mus:103985384 probable WRKY transcription factor 2; K18835 WRKY transcription factor 2
TRINITY_DN17740_c0_g2_i2	sot:102585808	1.7e-20	sot:102585808 filament-like plant protein 7-like; K10352 myosin heavy chain
TRINITY_DN2398_c0_g1_i2	mus:103996098	1.3e-238	mus:103996098 hexokinase-2-like; K00844 hexokinase [EC:2.7.1.1]
TRINITY_DN15729_c0_g1_i1	cmo:103490347	1.4e-19	cmo:103490347 zinc finger protein GIS2; K09250 cellular nucleic acid-binding protein
TRINITY_DN1689_c1_g2_i5	mus:103984894	2.0e-58	mus:103984894 3-hydroxyisobutyryl-CoA hydrolase 1-like isoform X1; K05605 3-hydroxyisobutyryl-CoA hydrolase [EC:3.1.2.4]
TRINITY_DN1689_c1_g2_i5	mus:103984894	4.3e-37	mus:103984894 3-hydroxyisobutyryl-CoA hydrolase 1-like isoform X1; K05605 3-hydroxyisobutyryl-CoA hydrolase [EC:3.1.2.4]
TRINITY_DN2025_c0_g4_i4	mus:103983626	1.0e-30	mus:103983626 RNA-binding protein 7; K12831 splicing factor 3B subunit 4
TRINITY_DN2025_c0_g4_i4	mus:103983626	1.3e-12	mus:103983626 RNA-binding protein 7; K12831 splicing factor 3B subunit 4
TRINITY_DN49315_c0_g2_i1	mus:103992744	1.6e-228	mus:103992744 probable indole-3-acetic acid-amido synthetase GH3.5; K14506 jasmonic acid-amino synthetase
TRINITY_DN49315_c0_g2_i1	mus:103992744	3.0e-54	mus:103992744 probable indole-3-acetic acid-amido synthetase GH3.5; K14506 jasmonic acid-amino synthetase
TRINITY_DN13426_c0_g1_i3	pop:POPTR_0001s43900g	1.8e-128	pop:POPTR_0001s43900g hypothetical protein; K04733 interleukin-1 receptor-associated kinase 4 [EC:2.7.11.1]
TRINITY_DN3351_c0_g1_i2	mus:103968453	7.6e-199	mus:103968453 beta-1,4-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase-like isoform X1; K00737 beta-1,4-mannosyl-glycoprotein beta-1,4-N-acetylglucosaminyltransferase [EC:2.4.1.144]
TRINITY_DN3351_c0_g1_i2	mus:103968453	5.2e-06	mus:103968453 beta-1,4-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase-like isoform X1; K00737 beta-1,4-mannosyl-glycoprotein beta-1,4-N-acetylglucosaminyltransferase [EC:2.4.1.144]
TRINITY_DN4168_c0_g2_i1	mus:103980648	0.0e+00	mus:103980648 ATP-dependent zinc metalloprotease FTSH 1, chloroplastic-like; K03798 cell division protease FtsH [EC:3.4.24.-]
TRINITY_DN8405_c0_g1_i3	mus:103980229	9.7e-279	mus:103980229 nucleobase-ascorbate transporter 2-like; K14611 solute carrier family 23 (nucleobase transporter), member 1/2
TRINITY_DN1945_c0_g1_i1	mus:103975701	8.5e-251	mus:103975701 E3 ubiquitin protein ligase RIN3-like; K10636 autocrine motility factor receptor [EC:2.3.2.27]
TRINITY_DN869_c0_g1_i2	olu:OSTLU_24854	1.0e-09	olu:OSTLU_24854 HIRA3501; hypothetical protein; K11293 protein HIRA/HIR1
TRINITY_DN9198_c0_g1_i1	mus:103972851	0.0e+00	mus:103972851 mitochondrial Rho GTPase 1-like; K07870 Ras homolog gene family, member T1
TRINITY_DN18558_c0_g2_i3	mdm:103404606	2.3e-06	mdm:103404606 NAP1-related protein 2-like; K11290 template-activating factor I
TRINITY_DN9347_c0_g1_i2	mus:103970638	3.1e-51	mus:103970638 E3 ubiquitin-protein ligase RMA1H1-like; K10666 E3 ubiquitin-protein ligase RNF5 [EC:2.3.2.27]
TRINITY_DN9190_c0_g1_i5	pda:103702415	1.1e-40	pda:103702415 U3 small nucleolar RNA-associated protein 25; K14774 U3 small nucleolar RNA-associated protein 25
TRINITY_DN9190_c0_g1_i5	pda:103702415	4.5e-26	pda:103702415 U3 small nucleolar RNA-associated protein 25; K14774 U3 small nucleolar RNA-associated protein 25
TRINITY_DN10724_c0_g1_i10	obr:102714662	7.2e-16	obr:102714662 G-type lectin S-receptor-like serine/threonine-protein kinase At2g19130-like; K04733 interleukin-1 receptor-associated kinase 4 [EC:2.7.11.1]
TRINITY_DN6589_c0_g1_i3	mus:103995533	2.9e-73	mus:103995533 mechanosensitive ion channel protein 3, chloroplastic-like; K16052 MscS family membrane protein
TRINITY_DN6589_c0_g1_i3	mus:103995533	1.1e-21	mus:103995533 mechanosensitive ion channel protein 3, chloroplastic-like; K16052 MscS family membrane protein
TRINITY_DN8348_c0_g2_i2	mus:103978774	2.8e-113	mus:103978774 SNF1-related protein kinase regulatory subunit beta-2; K07199 5'-AMP-activated protein kinase, regulatory beta subunit
TRINITY_DN13472_c0_g1_i2	mus:103995404	5.5e-117	mus:103995404 uncharacterized membrane protein At1g06890-like; K15285 solute carrier family 35, member E3
TRINITY_DN13472_c0_g1_i2	mus:103995404	7.9e-47	mus:103995404 uncharacterized membrane protein At1g06890-like; K15285 solute carrier family 35, member E3
TRINITY_DN15957_c0_g1_i1	smo:SELMODRAFT_412683	1.9e-08	smo:SELMODRAFT_412683 hypothetical protein; K15196 transcription factor IIIB 90 kDa subunit
TRINITY_DN3088_c0_g1_i4	mus:103985827	2.2e-299	mus:103985827 phenylalanine ammonia-lyase-like; K10775 phenylalanine ammonia-lyase [EC:4.3.1.24]
TRINITY_DN5352_c0_g1_i6	mus:103990155	1.2e-74	mus:103990155 ubiquitin-conjugating enzyme E2 7; K10575 ubiquitin-conjugating enzyme E2 G1 [EC:2.3.2.23]
TRINITY_DN7498_c0_g1_i4	mus:103980863	8.9e-192	mus:103980863 ATP-dependent RNA helicase DHX36; K14442 ATP-dependent RNA helicase DHX36 [EC:3.6.4.13]
TRINITY_DN7498_c0_g1_i4	mus:103980863	2.7e-111	mus:103980863 ATP-dependent RNA helicase DHX36; K14442 ATP-dependent RNA helicase DHX36 [EC:3.6.4.13]
TRINITY_DN104_c0_g1_i4	aly:ARALYDRAFT_675171	9.7e-21	aly:ARALYDRAFT_675171 hypothetical protein; K13459 disease resistance protein RPS2
TRINITY_DN16621_c0_g1_i5	brp:103846508	2.3e-115	brp:103846508 putative hydrolase C777.06c; K06167 phosphoribosyl 1,2-cyclic phosphate phosphodiesterase [EC:3.1.4.55]
TRINITY_DN3722_c0_g1_i1	mus:103983564	0.0e+00	mus:103983564 S-adenosyl-L-methionine-dependent tRNA 4-demethylwyosine synthase; K15449 tRNA wybutosine-synthesizing protein 1 [EC:4.1.3.44]
TRINITY_DN4194_c0_g1_i2	mus:103984038	1.1e-112	mus:103984038 alpha carbonic anhydrase 7-like; K01674 carbonic anhydrase [EC:4.2.1.1]
TRINITY_DN6096_c0_g1_i2	mus:103982483	3.3e-53	mus:103982483 glycine-rich RNA-binding protein 7-like isoform X1; K12885 heterogeneous nuclear ribonucleoprotein G
TRINITY_DN10401_c0_g1_i2	mus:103977559	0.0e+00	mus:103977559 translation factor GUF1 homolog, chloroplastic; K03596 GTP-binding protein LepA
TRINITY_DN10578_c0_g1_i1	mus:103970137	1.1e-173	mus:103970137 bromodomain-containing protein DDB_G0270170-like isoform X1; K11723 bromodomain-containing protein 7/9
TRINITY_DN16647_c0_g1_i3	egu:105042690	1.7e-198	egu:105042690 L-type lectin-domain containing receptor kinase IV.1-like; K04730 interleukin-1 receptor-associated kinase 1 [EC:2.7.11.1]
TRINITY_DN3664_c0_g1_i1	mdm:103413520	6.3e-12	mdm:103413520 clustered mitochondria protein homolog; K03255 protein TIF31
TRINITY_DN4141_c0_g1_i1	mus:103974499	0.0e+00	mus:103974499 NADP-dependent malic enzyme; K00029 malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+) [EC:1.1.1.40]
TRINITY_DN101_c1_g1_i1	sly:104646571	1.9e-109	sly:104646571 protein TOPLESS-like; K14963 COMPASS component SWD3
TRINITY_DN22414_c0_g1_i2	bvg:104901644	4.9e-73	bvg:104901644 auxin response factor 7; K14486 auxin response factor
TRINITY_DN2882_c0_g1_i9	mus:103974698	2.4e-64	mus:103974698 hydroxyacylglutathione hydrolase 2, mitochondrial-like; K01069 hydroxyacylglutathione hydrolase [EC:3.1.2.6]
TRINITY_DN2882_c0_g1_i9	mus:103974698	5.5e-16	mus:103974698 hydroxyacylglutathione hydrolase 2, mitochondrial-like; K01069 hydroxyacylglutathione hydrolase [EC:3.1.2.6]
TRINITY_DN541_c1_g1_i3	zma:103640146	6.1e-23	zma:103640146 DNA polymerase eta-like; K03509 DNA polymerase eta [EC:2.7.7.7]
TRINITY_DN8973_c0_g1_i1	mtr:MTR_1g102030	1.5e-61	mtr:MTR_1g102030 Phosphoglucomutase; K01835 phosphoglucomutase [EC:5.4.2.2]
TRINITY_DN1734_c0_g1_i4	aly:ARALYDRAFT_314757	5.8e-199	aly:ARALYDRAFT_314757 hypothetical protein; K15164 mediator of RNA polymerase II transcription subunit 13
TRINITY_DN612_c0_g1_i3	mtr:MTR_6g092010	2.1e-15	mtr:MTR_6g092010 RNA polymerase II C-terminal domain phosphatase-like protein; K18999 RNA polymerase II C-terminal domain phosphatase-like 3/4 [EC:3.1.3.16]
TRINITY_DN9718_c0_g2_i6	cmo:103493946	9.9e-50	cmo:103493946 senescence-associated carboxylesterase 101-like; K18875 enhanced disease susceptibility 1 protein
